Email Address,Section,First Name,Last Name,SID,Homework 1,Homework 1 - Max Points,Homework 1 - Submission Time,Homework 2,Homework 2 - Max Points,Homework 2 - Submission Time,Homework 3,Homework 3 - Max Points,Homework 3 - Submission Time,Homework 4,Homework 4 - Max Points,Homework 4 - Submission Time,Homework 5,Homework 5 - Max Points,Homework 5 - Submission Time,Homework 6,Homework 6 - Max Points,Homework 6 - Submission Time,Homework 7,Homework 7 - Max Points,Homework 7 - Submission Time,Homework 8,Homework 8 - Max Points,Homework 8 - Submission Time,Homework 9,Homework 9 - Max Points,Homework 9 - Submission Time,Homework 10,Homework 10 - Max Points,Homework 10 - Submission Time,Exam 1,Exam 1 - Max Points,Exam 1 - Submission Time,Exam 2,Exam 2 - Max Points,Exam 2 - Submission Time,Exam 3,Exam 3 - Max Points,Exam 3 - Submission Time,Quiz 1,Quiz 2,Quiz 3,Quiz 4,Quiz 5,Exam 1 Score,Exam 2 Score,Exam 3 Score,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
jorge.miller@univ.edu,1,Jorge,Miller,jxm83777,69.0,80,2019-08-29 08:56:02-07:00,56,80,2019-09-05 08:56:02-07:00,59,80,2019-09-12 08:56:02-07:00,88,100,2019-09-19 08:56:02-07:00,50,70,2019-09-26 08:56:02-07:00,67,90,2019-10-03 08:56:02-07:00,47,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,58,60,2019-10-24 08:56:02-07:00,57,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,73,100,2019-11-08 12:30:07-07:00,81,100,2019-12-08 12:30:07-07:00,10,10,6,14,11,0.74,0.73,0.81,0.831081081081081,0.8409682539682539,0.8409682539682539,0.7391304347826086,0.7690730837789661,0.7690730837789661,0.7986092267209914,80.0,B
thomas.terry@univ.edu,1,Thomas,Terry,txt65366,72.0,80,2019-08-29 08:56:02-07:00,60,80,2019-09-05 08:56:02-07:00,51,80,2019-09-12 08:56:02-07:00,96,100,2019-09-19 08:56:02-07:00,51,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,31,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,41,60,2019-10-24 08:56:02-07:00,50,60,2019-10-31 08:56:02-07:00,83,100,2019-10-08 12:30:07-07:00,74,100,2019-11-08 12:30:07-07:00,99,100,2019-12-08 12:30:07-07:00,8,14,13,8,9,0.83,0.74,0.99,0.7864864864864864,0.7693690476190477,0.7864864864864864,0.7536231884057971,0.7493481028775146,0.7536231884057971,0.8046815511163338,81.0,B
crystal.smith@univ.edu,3,Crystal,Smith,cjs43553,63.0,80,2019-08-29 08:56:02-07:00,80,80,2019-09-05 08:56:02-07:00,59,80,2019-09-12 08:56:02-07:00,90,100,2019-09-19 08:56:02-07:00,48,70,2019-09-26 08:56:02-07:00,66,90,2019-10-03 08:56:02-07:00,48,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,52,60,2019-10-24 08:56:02-07:00,58,60,2019-10-31 08:56:02-07:00,85,100,2019-10-08 12:30:07-07:00,88,100,2019-11-08 12:30:07-07:00,60,100,2019-12-08 12:30:07-07:00,6,14,8,14,5,0.85,0.88,0.6,0.8486486486486486,0.8551666666666667,0.8551666666666667,0.6811594202898551,0.6732085561497325,0.6811594202898551,0.7669144927536233,77.0,C
adam.cooper@univ.edu,2,Adam,Cooper,amc28428,80.0,80,2019-08-29 08:56:02-07:00,78,80,2019-09-05 08:56:02-07:00,78,80,2019-09-12 08:56:02-07:00,87,100,2019-09-19 08:56:02-07:00,65,70,2019-09-26 08:56:02-07:00,55,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,44,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,53,60,2019-10-31 08:56:02-07:00,65,100,2019-10-08 12:30:07-07:00,63,100,2019-11-08 12:30:07-07:00,90,100,2019-12-08 12:30:07-07:00,4,10,16,7,12,0.65,0.63,0.9,0.85,0.8501587301587301,0.8501587301587301,0.7101449275362319,0.6942959001782532,0.7101449275362319,0.7836069703243617,79.0,C
lauren.brock@univ.edu,2,Lauren,Brock,lmb95641,74.0,80,2019-08-29 08:56:02-07:00,58,80,2019-09-05 08:56:02-07:00,62,80,2019-09-12 08:56:02-07:00,82,100,2019-09-19 08:56:02-07:00,54,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,60,60,2019-10-24 08:56:02-07:00,54,60,2019-10-31 08:56:02-07:00,75,100,2019-10-08 12:30:07-07:00,72,100,2019-11-08 12:30:07-07:00,96,100,2019-12-08 12:30:07-07:00,7,14,11,12,7,0.75,0.72,0.96,0.827027027027027,0.8211666666666666,0.827027027027027,0.7391304347826086,0.7314463967405145,0.7391304347826086,0.8060499412455934,81.0,B
timothy.ramirez@univ.edu,3,Timothy,Ramirez,txr84689,72.0,80,2019-08-29 08:56:02-07:00,73,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,73,100,2019-09-19 08:56:02-07:00,49,70,2019-09-26 08:56:02-07:00,79,90,2019-10-03 08:56:02-07:00,49,50,2019-10-10 08:56:02-07:00,57,70,2019-10-17 08:56:02-07:00,54,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,84,100,2019-10-08 12:30:07-07:00,69,100,2019-11-08 12:30:07-07:00,87,100,2019-12-08 12:30:07-07:00,4,8,13,6,4,0.84,0.69,0.87,0.8405405405405405,0.8477063492063494,0.8477063492063494,0.5072463768115942,0.48471606824547997,0.5072463768115942,0.732756452726018,74.0,C
andrea.smith@univ.edu,2,Andrea,Smith,aes07091,80.0,80,2019-08-29 08:56:02-07:00,71,80,2019-09-05 08:56:02-07:00,61,80,2019-09-12 08:56:02-07:00,73,100,2019-09-19 08:56:02-07:00,61,70,2019-09-26 08:56:02-07:00,79,90,2019-10-03 08:56:02-07:00,47,50,2019-10-10 08:56:02-07:00,62,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,66,100,2019-10-08 12:30:07-07:00,97,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,5,10,7,12,12,0.66,0.97,0.86,0.8351351351351352,0.8354920634920635,0.8354920634920635,0.6666666666666666,0.6780239368474662,0.6780239368474662,0.7966040064510652,80.0,B
john.rodriguez@univ.edu,3,John,Rodriguez,jsr21334,78.0,80,2019-08-29 08:56:02-07:00,76,80,2019-09-05 08:56:02-07:00,63,80,2019-09-12 08:56:02-07:00,61,100,2019-09-19 08:56:02-07:00,52,70,2019-09-26 08:56:02-07:00,61,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,37,60,2019-10-24 08:56:02-07:00,60,60,2019-10-31 08:56:02-07:00,92,100,2019-10-08 12:30:07-07:00,68,100,2019-11-08 12:30:07-07:00,89,100,2019-12-08 12:30:07-07:00,6,12,12,11,7,0.92,0.68,0.89,0.7891891891891892,0.7965515873015873,0.7965515873015873,0.6956521739130435,0.6840769034886682,0.6956521739130435,0.774816287094548,78.0,C
anthony.miller@univ.edu,3,Anthony,Miller,axm26865,77.0,80,2019-08-29 08:56:02-07:00,53,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,74,100,2019-09-19 08:56:02-07:00,66,70,2019-09-26 08:56:02-07:00,78,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,53,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,73,100,2019-10-08 12:30:07-07:00,68,100,2019-11-08 12:30:07-07:00,93,100,2019-12-08 12:30:07-07:00,9,8,13,7,12,0.73,0.68,0.93,0.8,0.7939404761904763,0.8,0.7101449275362319,0.7232442067736186,0.7232442067736186,0.7809732620320856,79.0,C
desiree.garcia@univ.edu,2,Desiree,Garcia,dsg54218,68.0,80,2019-08-29 08:56:02-07:00,78,80,2019-09-05 08:56:02-07:00,77,80,2019-09-12 08:56:02-07:00,95,100,2019-09-19 08:56:02-07:00,60,70,2019-09-26 08:56:02-07:00,73,90,2019-10-03 08:56:02-07:00,35,50,2019-10-10 08:56:02-07:00,47,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,55,60,2019-10-31 08:56:02-07:00,81,100,2019-10-08 12:30:07-07:00,99,100,2019-11-08 12:30:07-07:00,70,100,2019-12-08 12:30:07-07:00,8,10,6,10,6,0.81,0.99,0.7,0.8554054054054054,0.8443849206349207,0.8554054054054054,0.5797101449275363,0.5922332569391393,0.5922332569391393,0.764332139243904,77.0,C
ashley.martin@univ.edu,2,Ashley,Martin,asm59771,50.0,80,2019-08-29 08:56:02-07:00,66,80,2019-09-05 08:56:02-07:00,80,80,2019-09-12 08:56:02-07:00,68,100,2019-09-19 08:56:02-07:00,46,70,2019-09-26 08:56:02-07:00,86,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,63,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,48,60,2019-10-31 08:56:02-07:00,67,100,2019-10-08 12:30:07-07:00,72,100,2019-11-08 12:30:07-07:00,68,100,2019-12-08 12:30:07-07:00,5,7,8,13,11,0.67,0.72,0.68,0.7986486486486486,0.7952698412698413,0.7986486486486486,0.6376811594202898,0.6474076903488668,0.6474076903488668,0.7211817665641196,73.0,C
cameron.dennis@univ.edu,1,Cameron,Dennis,cxd92501,75.0,80,2019-08-29 08:56:02-07:00,73,80,2019-09-05 08:56:02-07:00,59,80,2019-09-12 08:56:02-07:00,61,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,67,90,2019-10-03 08:56:02-07:00,36,50,2019-10-10 08:56:02-07:00,59,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,54,60,2019-10-31 08:56:02-07:00,88,100,2019-10-08 12:30:07-07:00,66,100,2019-11-08 12:30:07-07:00,68,100,2019-12-08 12:30:07-07:00,4,6,13,5,4,0.88,0.66,0.68,0.7810810810810811,0.7869087301587301,0.7869087301587301,0.463768115942029,0.4437636872930991,0.463768115942029,0.6658939268461007,67.0,D
katelyn.faulkner@univ.edu,1,Katelyn,Faulkner,kxf45205,65.0,80,2019-08-29 08:56:02-07:00,65,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,90,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,65,90,2019-10-03 08:56:02-07:00,34,50,2019-10-10 08:56:02-07:00,69,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,68,100,2019-10-08 12:30:07-07:00,60,100,2019-11-08 12:30:07-07:00,61,100,2019-12-08 12:30:07-07:00,6,12,17,14,6,0.68,0.6,0.61,0.8081081081081081,0.8019484126984127,0.8081081081081081,0.7971014492753623,0.7690909090909092,0.7971014492753623,0.7478736780258519,75.0,C
lauren.anderson@univ.edu,2,Lauren,Anderson,lba53221,55.0,80,2019-08-29 08:56:02-07:00,75,80,2019-09-05 08:56:02-07:00,57,80,2019-09-12 08:56:02-07:00,75,100,2019-09-19 08:56:02-07:00,47,70,2019-09-26 08:56:02-07:00,83,90,2019-10-03 08:56:02-07:00,48,50,2019-10-10 08:56:02-07:00,44,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,56,60,2019-10-31 08:56:02-07:00,94,100,2019-10-08 12:30:07-07:00,67,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,8,6,11,11,6,0.94,0.67,0.86,0.7891891891891892,0.793638888888889,0.793638888888889,0.6086956521739131,0.6120091673032849,0.6120091673032849,0.7440583057465411,75.0,C
kimberly.williams@univ.edu,2,Kimberly,Williams,kxw26270,72.0,80,2019-08-29 08:56:02-07:00,80,80,2019-09-05 08:56:02-07:00,63,80,2019-09-12 08:56:02-07:00,87,100,2019-09-19 08:56:02-07:00,57,70,2019-09-26 08:56:02-07:00,71,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,42,60,2019-10-24 08:56:02-07:00,49,60,2019-10-31 08:56:02-07:00,82,100,2019-10-08 12:30:07-07:00,95,100,2019-11-08 12:30:07-07:00,85,100,2019-12-08 12:30:07-07:00,6,6,11,11,9,0.82,0.95,0.85,0.8027027027027027,0.7891626984126984,0.8027027027027027,0.6231884057971014,0.6256455309396486,0.6256455309396486,0.7722747403629757,78.0,C
brandon.thomas@univ.edu,3,Brandon,Thomas,bxt62105,80.0,80,2019-08-29 08:56:02-07:00,49,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,77,100,2019-09-19 08:56:02-07:00,46,70,2019-09-26 08:56:02-07:00,86,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,53,70,2019-10-17 08:56:02-07:00,37,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,86,100,2019-10-08 12:30:07-07:00,72,100,2019-11-08 12:30:07-07:00,65,100,2019-12-08 12:30:07-07:00,7,10,13,8,4,0.86,0.72,0.65,0.7635135135135135,0.7541507936507935,0.7635135135135135,0.6086956521739131,0.5944996180290297,0.6086956521739131,0.7005141010575793,71.0,C
amber.daniels@univ.edu,2,Amber,Daniels,axd11293,54.0,80,2019-08-29 08:56:02-07:00,57,80,2019-09-05 08:56:02-07:00,77,80,2019-09-12 08:56:02-07:00,95,100,2019-09-19 08:56:02-07:00,47,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,58,70,2019-10-17 08:56:02-07:00,46,60,2019-10-24 08:56:02-07:00,59,60,2019-10-31 08:56:02-07:00,68,100,2019-10-08 12:30:07-07:00,95,100,2019-11-08 12:30:07-07:00,88,100,2019-12-08 12:30:07-07:00,7,15,16,5,6,0.68,0.95,0.88,0.8432432432432433,0.8396666666666665,0.8432432432432433,0.7101449275362319,0.6869365928189457,0.7101449275362319,0.8113407755581669,82.0,B
laura.reid@univ.edu,3,Laura,Reid,lcr30757,51.0,80,2019-08-29 08:56:02-07:00,75,80,2019-09-05 08:56:02-07:00,48,80,2019-09-12 08:56:02-07:00,62,100,2019-09-19 08:56:02-07:00,42,70,2019-09-26 08:56:02-07:00,54,90,2019-10-03 08:56:02-07:00,32,50,2019-10-10 08:56:02-07:00,61,70,2019-10-17 08:56:02-07:00,49,60,2019-10-24 08:56:02-07:00,46,60,2019-10-31 08:56:02-07:00,64,100,2019-10-08 12:30:07-07:00,86,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,4,13,10,8,12,0.64,0.86,0.86,0.7027027027027027,0.7089761904761904,0.7089761904761904,0.6811594202898551,0.6779933791698498,0.6811594202898551,0.7349383022774327,74.0,C
john.woodard@univ.edu,2,John,Woodard,jxw87000,51.0,80,2019-08-29 08:56:02-07:00,68,80,2019-09-05 08:56:02-07:00,56,80,2019-09-12 08:56:02-07:00,71,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,60,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,56,70,2019-10-17 08:56:02-07:00,41,60,2019-10-24 08:56:02-07:00,60,60,2019-10-31 08:56:02-07:00,68,100,2019-10-08 12:30:07-07:00,93,100,2019-11-08 12:30:07-07:00,62,100,2019-12-08 12:30:07-07:00,11,14,11,13,8,0.68,0.93,0.62,0.7635135135135135,0.7693214285714286,0.7693214285714286,0.8260869565217391,0.8351260504201681,0.8351260504201681,0.7782663865546218,78.0,C
billy.schwartz@univ.edu,1,Billy,Schwartz,bxs54690,56.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,56,80,2019-09-12 08:56:02-07:00,89,100,2019-09-19 08:56:02-07:00,46,70,2019-09-26 08:56:02-07:00,66,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,48,60,2019-10-24 08:56:02-07:00,52,60,2019-10-31 08:56:02-07:00,89,100,2019-10-08 12:30:07-07:00,62,100,2019-11-08 12:30:07-07:00,93,100,2019-12-08 12:30:07-07:00,11,12,11,10,9,0.89,0.62,0.93,0.7418918918918919,0.7385714285714287,0.7418918918918919,0.7681159420289855,0.7822689075630253,0.7822689075630253,0.7774374290256644,78.0,C
jill.clark@univ.edu,3,Jill,Clark,jgc21028,70.0,80,2019-08-29 08:56:02-07:00,71,80,2019-09-05 08:56:02-07:00,52,80,2019-09-12 08:56:02-07:00,96,100,2019-09-19 08:56:02-07:00,56,70,2019-09-26 08:56:02-07:00,71,90,2019-10-03 08:56:02-07:00,36,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,53,60,2019-10-24 08:56:02-07:00,50,60,2019-10-31 08:56:02-07:00,62,100,2019-10-08 12:30:07-07:00,94,100,2019-11-08 12:30:07-07:00,88,100,2019-12-08 12:30:07-07:00,9,6,14,11,4,0.62,0.94,0.88,0.8243243243243243,0.8183769841269841,0.8243243243243243,0.6376811594202898,0.6321517697988287,0.6376811594202898,0.7780340775558168,78.0,C
linda.friedman@univ.edu,3,Linda,Friedman,llf55044,49.0,80,2019-08-29 08:56:02-07:00,70,80,2019-09-05 08:56:02-07:00,62,80,2019-09-12 08:56:02-07:00,83,100,2019-09-19 08:56:02-07:00,58,70,2019-09-26 08:56:02-07:00,79,90,2019-10-03 08:56:02-07:00,42,50,2019-10-10 08:56:02-07:00,60,70,2019-10-17 08:56:02-07:00,54,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,64,100,2019-10-08 12:30:07-07:00,86,100,2019-11-08 12:30:07-07:00,70,100,2019-12-08 12:30:07-07:00,10,9,8,5,8,0.64,0.86,0.7,0.8094594594594594,0.8095992063492063,0.8095992063492063,0.5797101449275363,0.6006977336389101,0.6006977336389101,0.7270490026313555,73.0,C
david.beck@univ.edu,1,David,Beck,djb29817,62.0,80,2019-08-29 08:56:02-07:00,79,80,2019-09-05 08:56:02-07:00,48,80,2019-09-12 08:56:02-07:00,61,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,59,90,2019-10-03 08:56:02-07:00,42,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,39,60,2019-10-31 08:56:02-07:00,91,100,2019-10-08 12:30:07-07:00,74,100,2019-11-08 12:30:07-07:00,65,100,2019-12-08 12:30:07-07:00,4,7,7,12,7,0.91,0.74,0.65,0.7283783783783784,0.7377579365079365,0.7377579365079365,0.5362318840579711,0.5365087853323148,0.5365087853323148,0.6730558102028691,68.0,D
alec.curry@univ.edu,2,Alec,Curry,axc64717,69.0,80,2019-08-29 08:56:02-07:00,76,80,2019-09-05 08:56:02-07:00,66,80,2019-09-12 08:56:02-07:00,87,100,2019-09-19 08:56:02-07:00,59,70,2019-09-26 08:56:02-07:00,83,90,2019-10-03 08:56:02-07:00,43,50,2019-10-10 08:56:02-07:00,65,70,2019-10-17 08:56:02-07:00,58,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,65,100,2019-10-08 12:30:07-07:00,78,100,2019-11-08 12:30:07-07:00,83,100,2019-12-08 12:30:07-07:00,9,9,9,12,11,0.65,0.78,0.83,0.8756756756756757,0.8727817460317461,0.8756756756756757,0.7246376811594203,0.7442806213394448,0.7442806213394448,0.8085544566721038,81.0,B
belinda.bailey@univ.edu,3,Belinda,Bailey,bmb94857,60.0,80,2019-08-29 08:56:02-07:00,74,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,76,100,2019-09-19 08:56:02-07:00,64,70,2019-09-26 08:56:02-07:00,83,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,58,60,2019-10-31 08:56:02-07:00,83,100,2019-10-08 12:30:07-07:00,95,100,2019-11-08 12:30:07-07:00,87,100,2019-12-08 12:30:07-07:00,6,10,9,14,4,0.83,0.95,0.87,0.822972972972973,0.8281865079365079,0.8281865079365079,0.6231884057971014,0.6149732620320856,0.6231884057971014,0.7852311249137337,79.0,C
timothy.edwards@univ.edu,2,Timothy,Edwards,tce09928,49.0,80,2019-08-29 08:56:02-07:00,72,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,87,100,2019-09-19 08:56:02-07:00,49,70,2019-09-26 08:56:02-07:00,84,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,49,70,2019-10-17 08:56:02-07:00,39,60,2019-10-24 08:56:02-07:00,60,60,2019-10-31 08:56:02-07:00,68,100,2019-10-08 12:30:07-07:00,73,100,2019-11-08 12:30:07-07:00,71,100,2019-12-08 12:30:07-07:00,6,14,6,5,7,0.68,0.73,0.71,0.7824324324324324,0.7715833333333334,0.7824324324324324,0.5507246376811594,0.5544410491469315,0.5544410491469315,0.6928052877170525,70.0,C
heather.webb@univ.edu,3,Heather,Webb,hxw92728,56.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,60,100,2019-09-19 08:56:02-07:00,47,70,2019-09-26 08:56:02-07:00,84,90,2019-10-03 08:56:02-07:00,35,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,40,60,2019-10-31 08:56:02-07:00,100,100,2019-10-08 12:30:07-07:00,61,100,2019-11-08 12:30:07-07:00,62,100,2019-12-08 12:30:07-07:00,5,11,16,9,4,1.0,0.61,0.62,0.7013513513513514,0.6997619047619048,0.7013513513513514,0.6521739130434783,0.6210491469314998,0.6521739130434783,0.6801927144535841,69.0,D
april.greer@univ.edu,3,April,Greer,abg77872,61.0,80,2019-08-29 08:56:02-07:00,62,80,2019-09-05 08:56:02-07:00,67,80,2019-09-12 08:56:02-07:00,65,100,2019-09-19 08:56:02-07:00,58,70,2019-09-26 08:56:02-07:00,68,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,46,70,2019-10-17 08:56:02-07:00,60,60,2019-10-24 08:56:02-07:00,36,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,71,100,2019-11-08 12:30:07-07:00,94,100,2019-12-08 12:30:07-07:00,8,11,13,13,12,0.74,0.71,0.94,0.7472972972972973,0.7466269841269841,0.7472972972972973,0.8260869565217391,0.830776674306086,0.830776674306086,0.7971519212107446,80.0,B
shawn.marshall@univ.edu,1,Shawn,Marshall,sgm04582,70.0,80,2019-08-29 08:56:02-07:00,73,80,2019-09-05 08:56:02-07:00,50,80,2019-09-12 08:56:02-07:00,96,100,2019-09-19 08:56:02-07:00,49,70,2019-09-26 08:56:02-07:00,55,90,2019-10-03 08:56:02-07:00,46,50,2019-10-10 08:56:02-07:00,52,70,2019-10-17 08:56:02-07:00,38,60,2019-10-24 08:56:02-07:00,39,60,2019-10-31 08:56:02-07:00,69,100,2019-10-08 12:30:07-07:00,68,100,2019-11-08 12:30:07-07:00,62,100,2019-12-08 12:30:07-07:00,8,9,15,11,6,0.69,0.68,0.62,0.7675675675675676,0.7629801587301588,0.7675675675675676,0.7101449275362319,0.6990679908326967,0.7101449275362319,0.7155705052878966,72.0,C
beth.sanders@univ.edu,1,Beth,Sanders,bms82804,59.0,80,2019-08-29 08:56:02-07:00,67,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,85,100,2019-09-19 08:56:02-07:00,68,70,2019-09-26 08:56:02-07:00,77,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,52,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,73,100,2019-10-08 12:30:07-07:00,71,100,2019-11-08 12:30:07-07:00,67,100,2019-12-08 12:30:07-07:00,4,12,9,10,9,0.73,0.71,0.67,0.8027027027027027,0.8010674603174603,0.8027027027027027,0.6376811594202898,0.631466768525592,0.6376811594202898,0.7203854289071681,73.0,C
margaret.james@univ.edu,2,Margaret,James,mjj83180,67.0,80,2019-08-29 08:56:02-07:00,63,80,2019-09-05 08:56:02-07:00,48,80,2019-09-12 08:56:02-07:00,81,100,2019-09-19 08:56:02-07:00,62,70,2019-09-26 08:56:02-07:00,89,90,2019-10-03 08:56:02-07:00,36,50,2019-10-10 08:56:02-07:00,57,70,2019-10-17 08:56:02-07:00,48,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,85,100,2019-10-08 12:30:07-07:00,90,100,2019-11-08 12:30:07-07:00,97,100,2019-12-08 12:30:07-07:00,8,11,9,7,11,0.85,0.9,0.97,0.8135135135135135,0.8093888888888889,0.8135135135135135,0.6666666666666666,0.6813368983957219,0.6813368983957219,0.807806474924122,81.0,B
michele.jones@univ.edu,1,Michele,Jones,mxj54725,67.0,80,2019-08-29 08:56:02-07:00,61,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,95,100,2019-09-19 08:56:02-07:00,63,70,2019-09-26 08:56:02-07:00,89,90,2019-10-03 08:56:02-07:00,42,50,2019-10-10 08:56:02-07:00,58,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,55,60,2019-10-31 08:56:02-07:00,100,100,2019-10-08 12:30:07-07:00,82,100,2019-11-08 12:30:07-07:00,63,100,2019-12-08 12:30:07-07:00,7,6,12,6,6,1.0,0.82,0.63,0.8621621621621621,0.855329365079365,0.8621621621621621,0.5362318840579711,0.5341634835752482,0.5362318840579711,0.7322344300822563,74.0,C
cindy.nguyen@univ.edu,2,Cindy,Nguyen,cxn83965,51.0,80,2019-08-29 08:56:02-07:00,59,80,2019-09-05 08:56:02-07:00,58,80,2019-09-12 08:56:02-07:00,63,100,2019-09-19 08:56:02-07:00,52,70,2019-09-26 08:56:02-07:00,58,90,2019-10-03 08:56:02-07:00,50,50,2019-10-10 08:56:02-07:00,66,70,2019-10-17 08:56:02-07:00,46,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,82,100,2019-10-08 12:30:07-07:00,68,100,2019-11-08 12:30:07-07:00,82,100,2019-12-08 12:30:07-07:00,7,10,6,10,10,0.82,0.68,0.82,0.7351351351351352,0.751015873015873,0.751015873015873,0.6231884057971014,0.6407181054239878,0.6407181054239878,0.7246217808335456,73.0,C
carol.watkins@univ.edu,2,Carol,Watkins,cxw68726,64.0,80,2019-08-29 08:56:02-07:00,76,80,2019-09-05 08:56:02-07:00,69,80,2019-09-12 08:56:02-07:00,88,100,2019-09-19 08:56:02-07:00,60,70,2019-09-26 08:56:02-07:00,66,90,2019-10-03 08:56:02-07:00,36,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,57,60,2019-10-31 08:56:02-07:00,62,100,2019-10-08 12:30:07-07:00,92,100,2019-11-08 12:30:07-07:00,98,100,2019-12-08 12:30:07-07:00,6,6,11,5,5,0.62,0.92,0.98,0.8405405405405405,0.8398214285714285,0.8405405405405405,0.4782608695652174,0.47326457855869625,0.4782608695652174,0.7496944770857814,75.0,C
